ticker,ann_date,entry_day,surprise,ear,fwd_1,fwd_5,fwd_20,fwd_60
MMM,2011-04-26,2011-04-27,3.79,0.009778044309669998,0.004634740878072252,0.0033933819060839587,-0.009343458686574713,-0.002355389470585445
MMM,2011-01-25,2011-01-26,0.21,-0.012718456690816504,-0.006710252015494245,-0.02664356379738131,0.0014637327393764998,0.018693769915152814
MMM,2010-10-28,2010-10-29,1.01,-0.06898266897603911,-0.0031872360717475345,-0.010527418535874578,0.0006168020613463998,-0.029915706108294637
MMM,2010-07-22,2010-07-23,3.88,0.01582841021998105,0.002930114586946697,-0.0060431854092437565,-0.031978052876953766,-0.029976449202104183
MMM,2010-04-27,2010-04-28,17.56,0.025383592399821464,-4.45487747111617e-05,0.00274488452694277,0.005131952225271408,0.05341971137782853
MMM,2010-01-28,2010-01-29,8.18,0.00022360070458204984,-0.016171915720417318,-0.017429021378882026,-0.0342109839073228,-0.0077042188338130035
MMM,2009-10-22,2009-10-23,17.41,0.02090590129390668,-0.00202474170484801,-0.012792079413936341,-0.0212363777961182,0.030576282112657394
MMM,2009-07-23,2009-07-24,27.26,0.04718114707048393,0.00410111014219372,0.008197172162664135,0.0039542815480861915,-0.017530725869497665
MMM,2009-04-24,2009-04-27,-5.32,0.052417723196513055,-0.010804379825157584,-0.03901083543599815,-0.04503829333217402,0.018063841848865447
MMM,2009-01-29,2009-01-30,3.85,0.022767537159806728,-0.05591364581326097,-0.0761291956433423,-0.047258480998894514,0.02226713404857028
MMM,2008-10-21,2008-10-22,2.71,0.09450837493307518,0.04598520714775667,0.04714760982903665,0.11899397692756775,0.03801458141481173
MMM,2008-07-24,2008-07-25,2.73,0.023105883368401026,-0.003941364488131205,-0.016694674988325997,-0.0072931945137981735,0.024280193713513643
MMM,2008-04-24,2008-04-25,2.51,-0.048501693072967256,-0.009081164866164504,-0.004300973668058372,-0.00546470519340847,-0.008517008925490455
MMM,2008-01-29,2008-01-30,2.15,0.012512759042650923,4.6934448018509656e-05,0.02605961192043038,0.012099502307601373,-0.03873203077347842
MMM,2007-10-19,2007-10-22,1.26,-0.06870558483999112,-0.012161112873135593,-0.02744057111972309,-0.00804505825897539,-0.017112493283104824
MMM,2007-07-26,2007-07-27,4.46,0.04767151673901271,-0.014199586608751424,-0.018623627150923694,-0.026783088561338708,-0.07897983734221514
MMM,2007-04-26,2007-04-27,14.7,0.059169792487382855,0.02325206154320314,0.023321817176273463,0.06267595135026016,0.08977895593084573
MMM,2007-01-30,2007-01-31,-3.64,-0.07098483345989082,-0.010155351581608407,-0.005446150587335552,0.020178897975295484,0.060166523732588795
MMM,2006-10-20,2006-10-23,3.96,0.04347410723270473,-0.005480338743022561,-0.01683224569745445,-0.005934181618858281,-0.05589390986996989
MMM,2006-07-25,2006-07-26,-2.05,-0.04159811275466285,0.01093749992754256,-0.0018917198614991637,0.0020466283747884173,0.030036983460302924
MMM,2006-04-21,2006-04-24,1.04,0.036302452689458864,-0.003480545059660778,-0.0018380151983353743,0.021492829328985663,-0.12890733147829547
MMM,2006-01-24,2006-01-25,0.1,-0.037565959318320186,-0.009635509673988074,-0.011054947828481598,-0.0038212910830957014,0.1330076652533556
MMM,2005-10-18,2005-10-19,4.09,0.038254938795616145,0.007701304203635906,-0.002922628255644266,-0.014317668029383057,-0.05259448247759746
MMM,2005-07-18,2005-07-19,0.28,-0.016840011315076286,0.0018361013694518924,-0.009465654888952346,-0.028817362993329043,-0.006240779455435108
MMM,2005-04-18,2005-04-19,1.88,-0.05964125055576586,0.0005618988646561851,-0.008579055139848468,-0.017762111194431496,-0.08340466825211834
MMM,2005-01-18,2005-01-19,0.51,-0.02126729609789213,0.015583113240084656,0.02358639694814646,0.031054402262532976,0.019633682285901788
GE,2026-01-22,2026-01-23,9.81,-0.08291913975742515,-0.0010287538567632648,0.03998958172747846,0.163461238505904,-0.04721084338553705
GE,2025-10-21,2025-10-22,13.01,-0.010611475063125098,0.022604043352215886,0.025685130224663233,0.01757755960803098,0.03206365551275869
GE,2025-07-17,2025-07-18,15.97,-0.016315349271956436,-0.0034535197878260426,0.016433269379343862,-0.007875044268067288,0.07208178412883393
GE,2025-04-22,2025-04-23,17.51,0.04403814186929211,-0.0017903968786365798,0.004872115743037364,0.1172000387172567,0.18134807063311098
